aav,GPcontinuous,sampled,0.69,2.96,2.61,0.08,0.01,0.06,0.93,0.02,0.17,-2.57,-2.15,1.2
aav,GPcontinuous,seven_vs_many,0.24,2.79,2.53,-0.89,0.06,0.0,0.96,0.02,0.17,-2.48,-2.17,1.15
aav,GPcontinuous,mut_des,0.0,4.16,3.21,-0.44,nan,nan,0.54,0.01,0.25,-6.93,-2.07,3.34
aav,GPcontinuous,seven_vs_many,0.01,4.2,3.79,-3.26,0.02,0.02,0.22,0.01,0.39,-7.03,-2.49,2.83
aav,GPcontinuous,seven_vs_many,0.25,2.79,2.52,-0.88,0.08,0.0,0.96,0.02,0.16,-2.48,-2.16,1.15
aav,GPcontinuous,mut_des,0.41,3.47,3.25,0.0,-0.0,0.45,0.87,0.02,0.29,-2.89,-2.49,1.16
aav,GPcontinuous,sampled,0.76,2.56,2.2,0.31,0.31,0.0,0.96,0.02,0.09,-2.37,-1.92,1.24
aav,GPcontinuous,sampled,0.87,1.61,1.25,0.73,0.29,0.0,0.99,0.02,0.12,-1.98,-1.2,1.65
aav,GPcontinuous,sampled,0.91,1.27,0.96,0.83,0.03,0.0,0.98,0.02,0.13,-1.76,-0.91,1.94
aav,GPcontinuous,sampled,0.9,0.42,0.32,0.82,0.04,0.0,0.99,0.06,0.15,-0.7,0.19,-3.69
aav,GPcontinuous,sampled,0.89,0.44,0.33,0.8,0.06,0.0,0.98,0.06,0.12,-0.67,0.17,-4.01
aav,GPcontinuous,seven_vs_many,0.51,0.55,0.42,0.3,0.1,0.0,0.99,0.07,0.11,-0.88,-0.1,9.11
aav,GPcontinuous,mut_des,0.68,1.2,1.02,-0.14,-0.05,0.0,0.59,0.06,0.24,-2.32,-1.09,2.13
aav,GPcontinuous,mut_des,0.79,0.94,0.77,0.3,-0.11,0.0,0.77,0.06,0.14,-1.58,-0.76,2.09
aav,GPcontinuous,seven_vs_many,0.67,0.48,0.37,0.46,-0.02,0.01,1.0,0.07,0.14,-0.81,0.03,-25.38
aav,GPcontinuous,mut_des,0.71,1.2,1.02,-0.13,-0.05,0.0,0.59,0.06,0.23,-2.23,-1.1,2.03
aav,GPcontinuous,seven_vs_many,0.52,0.54,0.42,0.3,0.11,0.0,0.99,0.07,0.1,-0.88,-0.13,6.83
aav,GPcontinuous,sampled,0.89,0.45,0.33,0.8,0.06,0.0,0.98,0.06,0.13,-0.69,0.16,-4.4
