meltome,GPcontinuous,mixed_split_short999,nan,53.15,51.86,-19.9,nan,nan,0.0,0.0,0.5,-949.6,-5.35,177.64
meltome,GPcontinuous,mixed_split_short999,nan,53.24,51.96,-19.98,nan,nan,0.0,0.0,0.5,-1023.44,-5.35,191.38
meltome,GPcontinuous,mixed_split_short999,nan,49.91,48.54,-17.43,nan,nan,0.0,0.0,0.5,-199.15,-5.28,37.74
meltome,GPcontinuous,mixed_split_short999,nan,48.06,46.63,-16.09,nan,nan,0.0,0.0,0.5,-138.25,-5.23,26.41
meltome,GPcontinuous,mixed_split_short999,nan,1.1,0.75,-0.01,nan,nan,0.93,0.09,0.08,-1.51,-0.56,2.71
meltome,GPcontinuous,mixed_split_short999,nan,1.1,0.75,-0.01,nan,nan,0.93,0.09,0.08,-1.51,-0.56,2.71
meltome,GPcontinuous,mixed_split_short999,nan,1.1,0.75,-0.01,nan,nan,0.93,0.09,0.08,-1.51,-0.56,2.71
meltome,GPcontinuous,mixed_split_short999,nan,53.15,51.86,-19.9,nan,nan,0.0,0.0,0.5,-949.6,-5.35,177.64
meltome,GPcontinuous,mixed_split_short999,nan,53.15,51.86,-19.9,nan,nan,0.0,0.0,0.5,-949.6,-5.35,177.64
meltome,GPcontinuous,mixed_split_short999,nan,49.91,48.53,-17.43,nan,nan,0.0,0.0,0.5,-199.36,-5.28,37.78
meltome,GPcontinuous,mixed_split_short999,0.01,53.15,51.86,-19.9,nan,nan,0.0,0.0,0.5,-329.48,-5.35,61.64
meltome,GPcontinuous,mixed_split_short999,0.29,14.36,11.24,-0.53,0.39,0.0,0.52,0.0,0.27,-6.73,-3.38,1.99
meltome,GPcontinuous,mixed_split_short999,0.29,13.83,10.82,-0.41,0.36,0.0,0.54,0.0,0.26,-6.38,-3.35,1.9
meltome,GPcontinuous,mixed_split_short999,nan,1.09,0.77,-0.0,nan,nan,0.92,0.08,0.04,-1.53,-0.61,2.5
meltome,GPcontinuous,mixed_split_short999,-0.01,1.1,0.75,-0.01,nan,nan,0.93,0.09,0.08,-1.51,-0.56,2.69
meltome,GPcontinuous,mixed_split_short999,0.3,0.94,0.7,0.27,-0.24,0.0,0.91,0.08,0.03,-1.39,-0.55,2.52
meltome,GPcontinuous,mixed_split_short999,0.28,0.95,0.71,0.25,-0.27,0.0,0.94,0.09,0.06,-1.42,-0.54,2.61
meltome,GPcontinuous,mixed_split_short999,0.28,0.95,0.71,0.25,-0.27,0.0,0.94,0.09,0.06,-1.42,-0.54,2.61
